SAMPLE_ID,lon,lat,LOI_PCT,PH_CACL2,DATASOURCE,DATASET,OBJECTID,A_PHLOI_ID,X_ITM,Y_ITM,GLOBALID
580344A,-7.551084853144551,55.15317796451127,9.77,4.51,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,302,IE_GSI_GSNI_ApHLOI_302,628613.134,934075.851,{35A3B5E2-B133-4CF3-A4A7-1A5A6A2CA7D0}
580345A,-7.477939498160856,54.92390194146304,7.6000000000000005,4.64,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,303,IE_GSI_GSNI_ApHLOI_303,633465.826,908589.25,{A10A863A-18D3-4A41-88F0-27FF070FAABD}
580347A,-7.493005824230696,54.88921140848588,11.4,5.16,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,304,IE_GSI_GSNI_ApHLOI_304,632527.988,904721.085,{9C625E77-12D7-4D0F-A22F-4B0306DA87D4}
580348A,-7.6426586958046325,55.04979699242328,10.3,4.73,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,305,IE_GSI_GSNI_ApHLOI_305,622835.254,922535.368,{BAEB92CC-45E2-48BD-9428-F5ABE1C3DFBA}
580349A,-7.649009480568209,55.16232042297074,20.900000000000002,5.3,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,306,IE_GSI_GSNI_ApHLOI_306,622366.489,935057.701,{9CD79E9E-998A-4E31-932E-B61E32C5DF44}
580350A,-7.549038260128987,55.10939902513189,11.200000000000001,4.96,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,307,IE_GSI_GSNI_ApHLOI_307,628775.048,929203.889,{FF6FE4F4-7127-4ECF-829F-4B4CCBB7B9D2}
580351A,-7.6693549267378955,55.264865044344596,25.8,5.07,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,308,IE_GSI_GSNI_ApHLOI_308,621015.906,946465.282,{C177579E-78A1-4DD0-B357-9D6A9D68946F}
580352A,-7.570988637956361,55.1591601468184,81.2,3.08,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,309,IE_GSI_GSNI_ApHLOI_309,627340.415,934733.723,{005ED7AB-26E9-4372-AB6A-8CF41C7E9F69}
580353A,-7.4934582594658306,54.9065321263641,7.930000000000001,4.8500000000000005,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,310,IE_GSI_GSNI_ApHLOI_310,632485.017,906648.674,{20693DEA-8A7F-4CD9-A478-C2F194ED48FF}
580354A,-7.523768471494676,55.12222850454202,14.9,4.24,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,311,IE_GSI_GSNI_ApHLOI_311,630377.718,930642.567,{326D6247-4033-4DB7-BFCF-5E25DC1DDAE4}
580355A,-7.640520531067862,55.03526594422092,21.1,4.71,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,312,IE_GSI_GSNI_ApHLOI_312,622980.205,920918.712,{B18C77C9-A843-4EE8-8D5F-CBE0771A5FEF}
580357A,-7.4853265041488175,54.94387517646966,15.6,5.51,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,313,IE_GSI_GSNI_ApHLOI_313,632975.953,910808.78,{79869F2C-ED1C-46E0-B6B0-12A50BBDD384}
580358A,-7.672737024518443,55.12344798453127,15.6,5.01,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,314,IE_GSI_GSNI_ApHLOI_314,620874.763,930723.64,{819DE463-2658-4D8D-9EDD-4C758262C721}
580359A,-7.457826067537356,54.89215841576155,26.900000000000002,4.59,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,315,IE_GSI_GSNI_ApHLOI_315,634782.507,905065.992,{7FBED30C-3654-4B4C-A694-D0325E02008E}
580360A,-7.638961087938397,55.144047848390656,12.6,5.8500000000000005,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,316,IE_GSI_GSNI_ApHLOI_316,623017.327,933027.128,{3FC284C0-A331-4BB2-AF5E-186239EA49AB}
580361A,-7.67308931893466,55.19716701173863,13.1,5.33,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,317,IE_GSI_GSNI_ApHLOI_317,620813.866,938928.891,{18C07906-59AA-4C9E-A2E3-423FBD61AA94}
580362A,-7.557254418072478,54.921908555335676,4.83,5.2,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,318,IE_GSI_GSNI_ApHLOI_318,628382.914,908332.35,{63DB2DED-6C44-48D7-BC63-7C24B812E33C}
580363A,-7.61633727508562,55.1907586973866,1.6600000000000001,7.51,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,319,IE_GSI_GSNI_ApHLOI_319,624431.08,938234.004,{09C4E1B7-A4AD-4795-BAE3-666F8CC07B2F}
580365A,-7.578694238848813,55.03847172113973,9.25,4.3100000000000005,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,320,IE_GSI_GSNI_ApHLOI_320,626930.361,921297.594,{307C2967-36BC-4F6C-8E5C-79118853C902}
580366A,-7.660204377895199,55.20919493484499,16.2,3.91,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,321,IE_GSI_GSNI_ApHLOI_321,621627.706,940271.597,{1BE2DC64-CA0F-4341-93B9-394046E87F24}
580367A,-7.490188363522913,54.84088986851551,9.58,4.76,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,322,IE_GSI_GSNI_ApHLOI_322,632747.887,899344.233,{82691858-C56E-436B-841D-D3BAB1CE668E}
580368A,-7.570585944412695,55.109099724105896,36.9,3.43,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,323,IE_GSI_GSNI_ApHLOI_323,627400.343,929161.911,{8C8844F3-0361-40D2-A1DF-826B35ADF560}
580369A,-7.6074782067031474,55.18159543547524,25.900000000000002,3.99,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,324,IE_GSI_GSNI_ApHLOI_324,625000.946,937217.215,{D68CC901-13AB-484B-AECF-06628FEA56ED}
580370A,-7.510361234278062,54.92291418679059,8.96,4.32,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,325,IE_GSI_GSNI_ApHLOI_325,631388.27,908464.295,{147C3161-367C-4383-9551-EC074BB95298}
580371A,-7.640646420903676,55.21286643238605,22.2,4.84,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,326,IE_GSI_GSNI_ApHLOI_326,622870.443,940686.496,{7A410DB0-1EA0-4799-8658-8FA632D572F9}
580372A,-7.634644580793772,55.014175349129815,25.7,4.73,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,327,IE_GSI_GSNI_ApHLOI_327,623368.097,918573.209,{AC288AE6-C541-4DD8-B74F-B2A688E617C8}
580373A,-7.7855309027177375,55.204459230426686,14.0,4.63,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,328,IE_GSI_GSNI_ApHLOI_328,613652.415,939712.793,{842A6D1B-8E7E-4326-812D-69F1CE951632}
580374A,-7.466346220370554,54.859525589397265,5.87,4.16,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,329,IE_GSI_GSNI_ApHLOI_329,634263.582,901429.774,{C1CC4780-DE68-44B3-B87C-3CF349A313AC}
580375A,-7.674636279423166,55.01917556121958,9.43,5.87,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,330,IE_GSI_GSNI_ApHLOI_330,620807.653,919117.117,{10D2986A-20B8-400E-9023-1A173CB8080E}
580377A,-7.57064845436614,55.050740673927265,9.9,6.67,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,331,IE_GSI_GSNI_ApHLOI_331,627436.266,922666.297,{5E54DAF3-D452-46B4-82A5-13C1A250DBD5}
580378A,-7.761932877359158,55.19788523149088,11.0,4.73,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,332,IE_GSI_GSNI_ApHLOI_332,615157.083,938985.933,{5AD90DAF-DAD7-4A47-8D54-7E1FE217EAC0}
580379A,-7.671382863209691,55.177509138610546,11.200000000000001,5.62,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,333,IE_GSI_GSNI_ApHLOI_333,620932.816,936741.356,{BFC422C0-2379-46FB-9460-B919FF02CFD4}
580380A,-7.561646612858206,55.0398037333779,6.0600000000000005,5.17,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,334,IE_GSI_GSNI_ApHLOI_334,628019.128,921452.551,{7D219C3B-9324-441A-93F9-814A7D205C81}
580382A,-7.463078227673961,54.923729337327934,4.99,5.79,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,335,IE_GSI_GSNI_ApHLOI_335,634418.621,908577.244,{79B2F5BA-782B-4D8B-8185-4C0C3F4D78A8}
580383A,-7.613306221031306,55.05807885432559,13.6,4.53,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,336,IE_GSI_GSNI_ApHLOI_336,624705.862,923467.152,{F5B16B79-E819-4F26-B13B-0696F1847011}
580384A,-7.637775475887805,55.183090592456566,11.1,4.65,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,337,IE_GSI_GSNI_ApHLOI_337,623070.363,937373.201,{05FEC148-A04B-46E7-9B63-EC3DF9EAAFC5}
580385A,-7.514012956697608,54.891713728746225,10.4,5.55,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,338,IE_GSI_GSNI_ApHLOI_338,631178.28,904990.04,{7A46CF7F-D79F-4FE3-97E6-00FFF0ECD4D2}
580386A,-7.577692554525019,55.180911917528086,65.9,3.66,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,339,IE_GSI_GSNI_ApHLOI_339,626898.537,937152.211,{032F92BD-CD95-4C4E-8212-A63C19A35784}
580387A,-7.460029669955627,54.9428760420966,9.71,5.55,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,340,IE_GSI_GSNI_ApHLOI_340,634597.604,910709.787,{67C409C0-EE6E-405F-B0EB-462333B1EC47}
580388A,-7.778112429829563,54.94603906203269,11.4,4.17,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,341,IE_GSI_GSNI_ApHLOI_341,614215.981,910950.919,{1ECC4BA9-3C3A-4E50-9212-6F8CD4A4EF6B}
580389A,-7.758795450873395,55.23101453376607,7.91,7.12,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,342,IE_GSI_GSNI_ApHLOI_342,615344.085,942674.146,{6AACBF5B-375E-4243-9423-4CB549C2CCDC}
580390A,-7.605091972334159,55.12139680960368,55.6,3.37,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,343,IE_GSI_GSNI_ApHLOI_343,625190.833,930517.643,{19795D81-C241-4517-8C88-BB96CF9CED55}
580392A,-7.635125579362414,55.19990654176071,9.47,4.11,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,344,IE_GSI_GSNI_ApHLOI_344,623229.35,939245.8,{0D84972C-3CBB-49A4-94CF-D60245098A02}
580393A,-7.711806415058014,55.245786906204366,10.700000000000001,7.22,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,345,IE_GSI_GSNI_ApHLOI_345,618326.462,944329.764,{FB952D5C-C164-4054-873D-3B8BECD3E25B}
580394A,-7.568544211282385,55.14583062382831,11.1,4.61,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,346,IE_GSI_GSNI_ApHLOI_346,627505.364,933251.037,{0EA2A824-1E4A-483C-A533-5655CEB77D7B}
580395A,-7.599243852517433,55.13877661554768,62.300000000000004,3.2600000000000002,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,347,IE_GSI_GSNI_ApHLOI_347,625552.776,932454.226,{54EE4CB3-667F-4181-819B-DFC9E03E89B1}
580396A,-7.525290960564653,55.13656144718,5.55,7.13,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,348,IE_GSI_GSNI_ApHLOI_348,630269.758,932237.227,{22AC013B-2210-44A1-987E-3B79AFA3A999}
580397A,-7.609564181533274,55.03902393590127,9.75,5.13,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,349,IE_GSI_GSNI_ApHLOI_349,624956.785,921347.602,{5156500D-DAA8-4CC5-8F50-995EDE4AE260}
580398A,-7.687522830718378,55.260862029668026,14.6,7.12,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,350,IE_GSI_GSNI_ApHLOI_350,619863.15,946014.39,{E4E5D590-2206-4646-B4F9-AE3EC3F66857}
580399A,-7.517754963162016,54.94755646054798,8.89,4.94,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,351,IE_GSI_GSNI_ApHLOI_351,630895.404,911203.714,{FAF11BDA-C0E8-498B-8198-1CBDA66DBA9E}
580400A,-7.494019756383169,54.82205082315826,14.3,4.84,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,352,IE_GSI_GSNI_ApHLOI_352,632516.915,897245.684,{3AE2C07C-C3E2-43D4-80C6-5300B417569F}
580401A,-7.764618590293704,55.102210640868975,97.60000000000001,3.21,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,353,IE_GSI_GSNI_ApHLOI_353,615021.994,928336.204,{7AAD9678-DDB2-42AD-98FA-CC9C9932D469}
580402A,-7.615468647275849,54.85708077004499,7.5,4.86,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,354,IE_GSI_GSNI_ApHLOI_354,624690.633,901094.929,{8756B6A5-D2D7-44A4-AD21-16FE96FE221E}
580403A,-7.5794474243552505,54.84123226248348,11.1,5.03,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,355,IE_GSI_GSNI_ApHLOI_355,627014.117,899344.283,{6E54F800-6F2A-424C-81C2-E328F41F3B1E}
580404A,-7.799705244541738,55.03445608882104,74.4,4.8,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,356,IE_GSI_GSNI_ApHLOI_356,612804.388,920787.834,{9AE9492F-0BF6-45BA-9BB5-3A348242B53D}
580405A,-7.7098039924264965,55.16041466991144,10.6,4.04,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,357,IE_GSI_GSNI_ApHLOI_357,618493.3200000001,934827.788,{8F2BD7A4-A474-4892-AAA3-07461E4BE46B}
580406A,-7.7602079667528665,55.03317184428783,26.0,4.43,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,358,IE_GSI_GSNI_ApHLOI_358,615329.845,920652.84,{59438A93-084A-421D-AFB5-FEE36F126347}
580407A,-7.724873526826257,54.9406930924216,10.3,4.4,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,359,IE_GSI_GSNI_ApHLOI_359,617629.242,910368.013,{7B5BC418-1B02-4F51-8485-1933C0ED9CE1}
580408A,-7.671729728527643,55.10679188392582,73.7,3.61,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,360,IE_GSI_GSNI_ApHLOI_360,620947.727,928870.034,{C5AF7E42-6507-4713-925E-04CE9961D196}
580409A,-7.708742460464749,54.87142572038998,12.6,4.5,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,361,IE_GSI_GSNI_ApHLOI_361,618694.934,902662.648,{8F42C884-B658-4DEB-A47A-6964D7F7CD6B}
580410A,-7.8030531446875395,55.01199630438725,19.900000000000002,4.7700000000000005,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,362,IE_GSI_GSNI_ApHLOI_362,612597.406,918287.369,{4D60A899-72A7-41D7-978E-236B84001A84}
580412A,-7.618673293133573,55.0071647683789,13.200000000000001,5.0,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,363,IE_GSI_GSNI_ApHLOI_363,624393.869,917798.365,{42059FFF-B6B9-4F35-B3EA-C72BCBA624BD}
580413A,-7.727504470686647,55.125442400156714,88.0,3.54,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,364,IE_GSI_GSNI_ApHLOI_364,617380.516,930930.629,{1427CD15-206E-44B2-8804-25EA08C11016}
580414A,-7.671920642835443,54.87329889007087,12.5,5.17,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,365,IE_GSI_GSNI_ApHLOI_365,621057.43,902881.5800000001,{8D49786D-471A-4B33-B298-B50CB9812BBE}
580415A,-7.7430050387563325,54.97713942165322,9.96,5.78,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,366,IE_GSI_GSNI_ApHLOI_366,616452.537,914420.159,{7E2F8B94-B489-4E3D-B608-2A4A2D4CB95D}
580416A,-7.579527416848263,54.820095875229796,9.07,4.55,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,367,IE_GSI_GSNI_ApHLOI_367,627023.091,896991.786,{ECFD151D-E8CB-4BD7-BF0B-B4148E4892E2}
580417A,-7.640232870719729,54.84409577497928,6.59,6.22,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,368,IE_GSI_GSNI_ApHLOI_368,623107.957,899641.254,{B13CCD83-B097-444A-AA92-7FDBF568FBCD}
580418A,-7.705915551988486,55.053694290873516,18.900000000000002,5.28,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,369,IE_GSI_GSNI_ApHLOI_369,618791.126,922950.318,{4F9F3658-B275-46C8-A6B5-B3D0C7E04CF2}
580420A,-7.768120160645793,54.99555040400588,9.15,4.86,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,370,IE_GSI_GSNI_ApHLOI_370,614837.905,916463.738,{0A3EC66C-4012-400C-8C19-79E6DDAA2EF7}
580422A,-7.592561943268434,55.07903913768446,10.1,4.91,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,371,IE_GSI_GSNI_ApHLOI_371,626017.605,925807.64,{28FA2FC6-6211-4F74-86C4-8CC643B13919}
580423A,-7.701366203937697,55.013315747560526,10.200000000000001,4.9,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,372,IE_GSI_GSNI_ApHLOI_372,619101.012,918457.273,{027A8591-38A0-40DF-A437-D3B7860B0948}
580424A,-7.638152605476227,54.871253563416126,10.9,5.13,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,373,IE_GSI_GSNI_ApHLOI_373,623225.963,902664.607,{218A7567-0F7A-4136-8147-7C2090991F2C}
580425A,-7.729889937061964,54.9046928173259,92.2,3.0700000000000003,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,374,IE_GSI_GSNI_ApHLOI_374,617323.266,906359.871,{FAB7247F-C2C4-4639-81DB-F4B7F4F441A8}
580426A,-7.6787398905882585,54.83854477879282,11.9,4.61,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,375,IE_GSI_GSNI_ApHLOI_375,620637.481,899011.41,{E193F39A-C5A1-4AFF-95F5-514264FAC4F8}
580428A,-7.649607885983619,54.98867296578835,11.5,4.5200000000000005,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,376,IE_GSI_GSNI_ApHLOI_376,622425.27,915729.824,{7F0004C0-7EE9-4EFC-8EB8-880AC3158997}
580429A,-7.647649965066972,54.816450428603176,9.870000000000001,5.61,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,377,IE_GSI_GSNI_ApHLOI_377,622647.025,896561.916,{D250604C-AFD7-4045-85B6-ADB16ADC3E9B}
580430A,-7.705330189278026,55.07156800061378,19.8,5.66,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,378,IE_GSI_GSNI_ApHLOI_378,618820.142,924939.893,{CA559A7F-246A-4534-9527-BD409ACA03B8}
580431A,-7.726227249602594,54.99848127189587,12.3,4.39,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,379,IE_GSI_GSNI_ApHLOI_379,617517.334,916799.641,{9B1AC58A-45BF-4CE4-BF6E-9FEB65458399}
580432A,-7.667252558126162,54.85382048538451,10.3,4.8500000000000005,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,380,IE_GSI_GSNI_ApHLOI_380,621367.341,900715.04,{327E8446-D23D-4E6D-B52E-0783F717A400}
580433A,-7.581945577063233,55.08962938246326,36.4,5.08,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,381,IE_GSI_GSNI_ApHLOI_381,626688.473,926990.381,{02FC1658-DF16-4F3F-B929-50A81B2C3C2A}
580434A,-7.764669250722375,55.141445753708055,97.0,2.97,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,382,IE_GSI_GSNI_ApHLOI_382,615004.046,932703.274,{7700EE82-E933-47D9-BB67-D740AC366A1A}
580435A,-7.801547299980225,55.14224812224123,66.1,3.42,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,383,IE_GSI_GSNI_ApHLOI_383,612652.552,932785.279,{F5960BAD-3943-4F1B-9930-E99D66F588BE}
580436A,-7.612653870884497,54.81615498820577,16.2,5.68,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,384,IE_GSI_GSNI_ApHLOI_384,624896.542,896540.901,{92A8DF6D-4EB0-448D-BA57-28008541FA39}
580437A,-7.709989860258356,54.888558803673845,76.9,3.5,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,385,IE_GSI_GSNI_ApHLOI_385,618606.973,904569.241,{0969330D-D25C-41B4-ABF0-1F36BA3D628F}
580438A,-7.767797914668372,55.051160565603396,9.540000000000001,5.54,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,386,IE_GSI_GSNI_ApHLOI_386,614837.972,922653.418,{3DE4CF38-5AAC-47FC-B07A-A62125CB9DE3}
580440A,-7.722814883583282,55.096499486642074,11.4,4.78,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,387,IE_GSI_GSNI_ApHLOI_387,617692.414,927710.313,{4A5C0EEF-9D00-4FD5-9E71-38F0A0D7B5DD}
580441A,-7.707631066509899,54.98160455036643,8.91,4.7,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,388,IE_GSI_GSNI_ApHLOI_388,618715.057,914926.03,{D78EA4B6-6029-49CE-B40A-CE17EA9EE268}
580442A,-7.799414379965742,55.05503447422117,10.4,4.45,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,389,IE_GSI_GSNI_ApHLOI_389,612816.41,923078.346,{37FAE7FF-C214-465F-BE4E-7222A0834A4B}
580443A,-7.760508171597529,55.07447386150802,60.9,3.46,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,390,IE_GSI_GSNI_ApHLOI_390,615294.902,925249.86,{A549AF20-1F06-405E-960F-3787F0908101}
580444A,-7.706376276246817,55.12736035439558,41.300000000000004,4.3100000000000005,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,391,IE_GSI_GSNI_ApHLOI_391,618727.229,931149.569,{84109603-443B-4FB7-916F-2BC06EE5F05B}
580445A,-7.647284331991473,54.95086733327795,11.200000000000001,4.5200000000000005,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,392,IE_GSI_GSNI_ApHLOI_392,622595.189,911522.721,{4F44C1A9-27E2-4043-B787-0CBFCB5AAC24}
580446A,-7.744716092986929,55.16698717220347,14.200000000000001,5.05,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,393,IE_GSI_GSNI_ApHLOI_393,616265.807,935550.655,{672F1D10-1B86-4664-8B9C-7DF8F628A181}
580447A,-7.607156467913727,54.844020056567345,10.5,4.99,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,394,IE_GSI_GSNI_ApHLOI_394,625232.502,899644.235,{C09404EF-BEB8-45A3-9CD3-09A23EB1A1BB}
580448A,-7.729193217838009,55.038226662279996,9.56,4.41,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,395,IE_GSI_GSNI_ApHLOI_395,617310.426,921222.7000000001,{939542D5-7F48-4814-A09C-0E54E888C856}
580450A,-7.6732461796142335,54.81544421273051,9.88,4.21,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,396,IE_GSI_GSNI_ApHLOI_396,621002.376,896441.956,{FFBBCB25-3C5D-4835-8BB6-BE7C8F89ABFB}
580451A,-7.672094472485393,54.970590904255204,10.0,4.39,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,397,IE_GSI_GSNI_ApHLOI_397,620995.555,913710.269,{A6604C22-DA70-4E33-87C7-BB182836774A}
580452A,-7.6981932807349525,54.90524686034403,9.59,4.5,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,398,IE_GSI_GSNI_ApHLOI_398,619355.831,906429.838,{C9B9364B-C11B-40A6-A16B-D6C9DDF6069C}
580453A,-7.554851046502049,54.83738064450115,23.5,5.58,Geological Survey Ireland (GSI),58xxxxA-65xxxxA_Shallow_Topsoil_Download_v1.1,399,IE_GSI_GSNI_ApHLOI_399,628596.773,898925.359,{41AFEDC5-6737-42CC-9FA3-44299A8C63A2}
