SAMPLE_ID,lon,lat,LOI_PCT,PH_CACL2,DATASOURCE,DATASET,OBJECTID,A_PHLOI_ID,X_ITM,Y_ITM,GLOBALID
614638A,-7.504357155087389,53.486710908341564,8.92,5.7,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8288,IE_GSI_GSNI_ApHLOI_8288,632894.633,748635.603,{C09B5D79-E67E-4A71-BCFF-22E12E0D7758}
614640A,-7.529139370924349,53.52600303171518,7.46,5.1000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8289,IE_GSI_GSNI_ApHLOI_8289,631221.021,752996.671,{A17051F3-7DAE-4B40-A221-B238F1AA2C6F}
614641A,-7.29176158043833,53.59359305008749,7.0,4.5,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8290,IE_GSI_GSNI_ApHLOI_8290,646885.671,760647.935,{1D4D5377-0B3E-4030-9ADF-296C4784DA1E}
614642A,-7.47183749415645,53.5069492148795,7.01,5.3,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8291,IE_GSI_GSNI_ApHLOI_8291,635036.18,750903.103,{67C09698-42AB-4EE7-9848-77581E6369AF}
614643A,-7.506605387442643,53.52530113404647,6.4,5.2,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8292,IE_GSI_GSNI_ApHLOI_8292,632715.696,752928.678,{3147B605-D88A-4BFB-A031-C81BF616D913}
614644A,-7.446541637657612,53.53050079418372,7.22,5.6000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8293,IE_GSI_GSNI_ApHLOI_8293,636693.836,753536.525,{C9BBF08D-5F46-451E-8D7B-5EE5ECF81705}
614645A,-7.616558638467659,53.401345050107885,8.15,4.8,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8294,IE_GSI_GSNI_ApHLOI_8294,625499.1900000001,739090.701,{FAC983BB-FCD8-4571-9985-6561ABB4F01B}
614646A,-7.686129244438152,53.61021109757773,9.61,5.8,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8295,IE_GSI_GSNI_ApHLOI_8295,620770.343,762309.72,{92F3778E-5C8F-4EA3-BC73-EDDBE1357C48}
614647A,-7.293271361251525,53.67045759850038,7.49,4.5,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8296,IE_GSI_GSNI_ApHLOI_8296,646700.768,769200.09,{4D4576A2-548C-47C9-A4FE-1BA21CE0D546}
614648A,-7.620427978479826,53.49348850915637,9.950000000000001,4.4,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8297,IE_GSI_GSNI_ApHLOI_8297,625187.311,749342.491,{E06B26AA-A50B-41EF-AE5C-A3424E947355}
614650A,-7.385725484807435,53.526223355895766,8.44,6.0,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8298,IE_GSI_GSNI_ApHLOI_8298,640729.958,753093.6,{53CD6688-8C00-491B-B7E1-E776FA6CF28A}
614651A,-7.621454213193996,53.41720114842358,63.6,6.1000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8299,IE_GSI_GSNI_ApHLOI_8299,625164.272,740853.323,{19936D53-4F77-49DE-A014-59CE85FD029F}
614652A,-7.341782764342185,53.654651626238206,12.55,4.9,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8300,IE_GSI_GSNI_ApHLOI_8300,643511.446,767410.494,{8ECECA97-2786-4FF5-8E07-F7EC8D566D51}
614653A,-7.98631328211169,53.7037744248563,96.5,3.9,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8301,IE_GSI_GSNI_ApHLOI_8301,600903.714,772675.603,{8152312C-4D35-4E60-9E46-D1A26946C951}
614655A,-8.110348122999547,53.218175823531006,6.7700000000000005,6.1000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8302,IE_GSI_GSNI_ApHLOI_8302,592630.261,718646.267,{1D94023D-C123-408F-81D0-DE06B6D32C72}
614656A,-7.508990368410172,53.23790688954082,27.8,6.5,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8303,IE_GSI_GSNI_ApHLOI_8303,632777.521,720948.586,{48658C66-FB9B-4440-989C-0C19A13FCFA9}
614657A,-7.6523648266295545,53.508779059236765,8.8,4.9,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8304,IE_GSI_GSNI_ApHLOI_8304,623059.783,751033.138,{01190953-5C7A-4F5A-B28E-843FC3B51F92}
614658A,-8.950019373388269,53.6318074141446,11.25,5.5,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8305,IE_GSI_GSNI_ApHLOI_8305,537165.473,765086.596,{149A458D-18C0-4951-B2EB-3019A0F071E7}
614660A,-7.387719626971559,53.50610745993465,13.0,4.8,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8306,IE_GSI_GSNI_ApHLOI_8306,640616.969,750854.084,{DE081325-866E-40F4-93ED-6BEED90A5F06}
614661A,-7.503998388888035,53.634706436351856,12.25,4.8,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8307,IE_GSI_GSNI_ApHLOI_8307,632803.75,765104.051,{4F15443F-7A7F-41DC-8B2F-7C659CC4A4C6}
614662A,-7.409188874340988,53.513142901600055,9.75,5.1000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8308,IE_GSI_GSNI_ApHLOI_8308,639186.284,751624.925,{748FB024-20D9-4AB0-857A-593A6A1B8333}
614663A,-7.506254458096672,53.468632192316164,7.8,4.6000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8309,IE_GSI_GSNI_ApHLOI_8309,632782.646,746623.038,{BB8C7362-53AC-4344-AFD0-59F6D074D7D6}
614664A,-7.348898407334585,53.57665798565022,7.08,4.0,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8310,IE_GSI_GSNI_ApHLOI_8310,643120.474,758727.37,{85EF6517-5CAE-43FB-AC49-31811F403DA4}
614665A,-7.444320352407456,53.50897177353105,19.35,5.3,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8311,IE_GSI_GSNI_ApHLOI_8311,636859.786,751142.042,{756A0697-5B02-49FC-8832-48838F26EAAF}
614666A,-6.69988030130453,53.865355700290344,11.8,5.1000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8312,IE_GSI_GSNI_ApHLOI_8312,685513.611,791440.065,{86029F8B-B0D7-41A3-BFDC-4A807DFEDD19}
614667A,-7.292975249520147,53.433982916695754,8.28,4.7,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8313,IE_GSI_GSNI_ApHLOI_8313,646981.542,742886.772,{E204009C-BE1D-4085-B80C-5FBAF406E9BD}
614668A,-7.707878045254738,53.52811922196195,18.6,5.0,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8314,IE_GSI_GSNI_ApHLOI_8314,619368.596,753168.697,{B47E6A1A-2676-4FAC-AC59-F1A520DC507B}
614669A,-7.740361264902515,53.21672110404895,81.4,3.3000000000000003,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8315,IE_GSI_GSNI_ApHLOI_8315,617340.875,718510.184,{91FEF293-D328-4DBA-80C4-560AFA64F4EF}
614670A,-9.170301401406718,53.54275474298605,10.200000000000001,6.0,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8316,IE_GSI_GSNI_ApHLOI_8316,522433.603,755394.759,{81ABFA3E-486C-472B-BE0B-1C84B8104B3D}
614671A,-7.568145153509383,53.493598404653476,8.94,5.7,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8317,IE_GSI_GSNI_ApHLOI_8317,628656.557,749374.466,{0A97B9EC-7C7D-4DC5-B097-6DFEB33ADC76}
614672A,-7.749491114668734,53.6334960464339,10.950000000000001,4.8,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8318,IE_GSI_GSNI_ApHLOI_8318,616568.27,764884.189,{C8F83640-D804-40E7-B36D-DEE76DE9B5BD}
614674A,-8.011389558373713,53.710144728075235,97.2,3.1,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8319,IE_GSI_GSNI_ApHLOI_8319,599248.078,773384.46,{F6E6DB3A-6565-47EF-B85E-8B7D8EE6D0CD}
614675A,-7.593970587809461,53.43990555835023,12.5,6.0,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8320,IE_GSI_GSNI_ApHLOI_8320,626976.891,743389.766,{FB6B9BBF-B525-4C65-BC37-FBA1348F9B0F}
614676A,-6.898634644080951,53.62725108366335,6.0600000000000005,5.9,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8321,IE_GSI_GSNI_ApHLOI_8321,672852.097,764723.908,{31AD1CA9-E213-47FA-8A38-E45170460CDC}
614677A,-7.314160012541026,53.6354398960784,11.15,4.7,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8322,IE_GSI_GSNI_ApHLOI_8322,645358.032,765289.941,{0CEC82FA-E184-43EB-B885-012BBDA5B987}
614679A,-7.628581834210861,53.458715835493706,7.99,5.0,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8323,IE_GSI_GSNI_ApHLOI_8323,624666.404,745470.329,{9791279D-3BCE-4CC2-8881-B020B97734E4}
614680A,-7.617902098135058,53.43929273422863,11.15,5.2,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8324,IE_GSI_GSNI_ApHLOI_8324,625387.236,743312.791,{4977B79F-0646-49E8-838F-9E0A2839AB03}
614681A,-6.741969693163291,53.85987443861731,15.4,5.0,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8325,IE_GSI_GSNI_ApHLOI_8325,682756.193,790780.223,{56F0FB07-38F4-4798-A84F-C94858D3CD76}
614682A,-7.344845035922634,53.59958300894697,8.17,6.4,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8326,IE_GSI_GSNI_ApHLOI_8326,643365.437,761280.818,{DE6D9169-07CD-4188-958F-A8D1298B2D41}
614683A,-7.25931005656804,53.68736812231551,7.32,4.4,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8327,IE_GSI_GSNI_ApHLOI_8327,648925.301,771104.666,{0DDB7C35-AF70-488D-B995-E2B04229D9A7}
614684A,-7.381654630930684,53.55412726470797,31.8,4.9,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8328,IE_GSI_GSNI_ApHLOI_8328,640972.924,756200.927,{A7D3EA3F-27A9-4B08-8CB9-80AE5ECF6C05}
614686A,-7.59650444033685,53.42024614958686,37.5,5.4,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8329,IE_GSI_GSNI_ApHLOI_8329,626820.913,741201.239,{AA1D4312-21E9-45F9-A33C-447FA6335A76}
614687A,-9.244505160667007,53.266563535487556,60.1,3.5,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8330,IE_GSI_GSNI_ApHLOI_8330,516979.681,724747.361,{9D079E53-3012-49F7-9395-050382B9CCFC}
614688A,-7.583814587454885,53.52280975562518,40.300000000000004,5.5,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8331,IE_GSI_GSNI_ApHLOI_8331,627597.805,752618.772,{C739E7D5-E902-4311-A111-63018E1D23D9}
614689A,-7.214955542571674,53.14571398626627,30.8,6.4,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8332,IE_GSI_GSNI_ApHLOI_8332,652518.176,710865.679,{99B31BC8-E2D5-4AE8-8E03-53641B592A21}
614690A,-7.543162257488038,53.492391333479546,14.950000000000001,6.7,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8333,IE_GSI_GSNI_ApHLOI_8333,630315.196,749250.484,{B324EF01-2AFD-4E65-929F-D68128E657A0}
614691A,-7.083485752621746,53.579374737347095,95.7,3.0,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8334,IE_GSI_GSNI_ApHLOI_8334,660693.677,759223.166,{EDDC5A68-F68A-4599-A701-1C98A0EF3846}
614692A,-7.323877743798857,53.453991858821084,9.15,4.5,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8335,IE_GSI_GSNI_ApHLOI_8335,644907.004,745093.306,{4B547301-0939-4A85-8247-E3478FD58989}
614693A,-8.15861580231851,53.438380524683446,12.450000000000001,5.5,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8336,IE_GSI_GSNI_ApHLOI_8336,589461.051,743155.007,{CFDF2D4A-28B4-42F9-BD28-B964B385366A}
614694A,-7.1809117749958995,53.12759436947111,6.93,6.0,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8337,IE_GSI_GSNI_ApHLOI_8337,654818.666,708875.1,{470E0E04-69E2-4058-A4D8-BEF4935CA215}
614695A,-7.144833361991845,53.47510897647916,51.4,5.9,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8338,IE_GSI_GSNI_ApHLOI_8338,656770.448,747570.707,{7524F0DE-E647-42FB-ACC6-ADEFD62B7F09}
614696A,-7.6872706920692675,53.558013150880036,6.3500000000000005,4.9,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8339,IE_GSI_GSNI_ApHLOI_8339,620720.321,756500.972,{FF99E2A3-6B83-4104-8083-FD44C78241C7}
614697A,-7.289499390163271,53.68690420552245,14.200000000000001,4.7,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8340,IE_GSI_GSNI_ApHLOI_8340,646931.731,771032.693,{91CEA15B-875B-4023-9CED-5C6CD07B11EA}
614698A,-7.343935511797132,53.61440288892605,8.64,5.2,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8341,IE_GSI_GSNI_ApHLOI_8341,643410.438,762930.461,{604B4701-B670-496E-AB3C-C64EE29A3CAD}
614699A,-7.588995352965745,53.51251314499457,8.92,5.3,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8342,IE_GSI_GSNI_ApHLOI_8342,627260.872,751471.021,{406A69A1-DC4E-493B-94BC-AE2629ABCC43}
614700A,-7.495817713433682,53.50937990403489,9.790000000000001,5.1000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8343,IE_GSI_GSNI_ApHLOI_8343,633443.528,751162.055,{0852C297-E88E-439E-9592-BB90375CBBF1}
614701A,-7.621928457957084,53.18722879963107,21.8,6.1000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8344,IE_GSI_GSNI_ApHLOI_8344,625268.134,715263.85,{68394C31-1BB6-4DE7-A56D-745EDD7DF363}
614702A,-7.474342862647883,53.2591528993682,8.05,6.4,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8345,IE_GSI_GSNI_ApHLOI_8345,635073.032,723329.061,{F4991215-126A-4F96-B503-38F571E1D0B7}
614703A,-7.677005171873015,53.872541403176875,95.9,3.2,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8346,IE_GSI_GSNI_ApHLOI_8346,621241.426,791504.436,{DDA3CD5B-0FBD-4939-87B2-646E13733B35}
614704A,-7.380594741134152,53.6121724650635,8.14,5.0,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8347,IE_GSI_GSNI_ApHLOI_8347,640986.961,762660.533,{A482C4CC-9113-49C1-972B-C201EFBEEFB1}
614705A,-7.36281145881533,53.531889628504615,8.18,5.6000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8348,IE_GSI_GSNI_ApHLOI_8348,642243.633,753737.452,{B1855D7E-03DC-4CF4-8AE8-B1FB53AAF870}
614706A,-7.329849507245642,53.56502520226055,8.65,4.2,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8349,IE_GSI_GSNI_ApHLOI_8349,644394.1900000001,757444.64,{CABD8B9E-E4C2-438E-81E3-71CBF7A1E707}
614707A,-7.481036088893083,53.600188680676595,9.200000000000001,5.6000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8350,IE_GSI_GSNI_ApHLOI_8350,634350.391,761273.869,{48597FAC-7113-47D9-A7FB-6D9CB9C71707}
614708A,-7.56460091547223,53.18466082302273,6.73,5.4,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8351,IE_GSI_GSNI_ApHLOI_8351,629101.298,714999.89,{E16CFB46-33F5-4854-BE87-B6C03C42AAF3}
614709A,-7.311484337845572,53.583456556074516,4.88,5.7,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8352,IE_GSI_GSNI_ApHLOI_8352,645590.944,759507.188,{05A0D25C-8998-49FB-9AD8-A6EA27246D79}
614710A,-7.445914744877933,53.10857346265603,12.55,4.8,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8353,IE_GSI_GSNI_ApHLOI_8353,637099.521,706588.675,{8CA97C20-9221-4342-8E61-3046535E7288}
614711A,-7.575206676592171,53.196730439727745,3.95,4.8,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8354,IE_GSI_GSNI_ApHLOI_8354,628384.459,716338.603,{EA9173F7-E690-4A34-AA03-0F2B6D0CF4CD}
614713A,-6.777228451350943,53.87456981194292,14.3,4.5,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8355,IE_GSI_GSNI_ApHLOI_8355,680408.708,792374.892,{D95DA9A1-9FDA-4059-8252-245ADAF7540D}
614714A,-7.288138966129659,53.61681521960095,9.97,5.8,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8356,IE_GSI_GSNI_ApHLOI_8356,647099.642,763234.375,{15D353B1-0A75-477D-9571-B7931A973AB0}
614715A,-7.078652674933592,53.5454461823904,12.65,6.2,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8357,IE_GSI_GSNI_ApHLOI_8357,661062.571,755451.979,{1D25B72D-6D17-48F7-8781-775420F7F88C}
614716A,-7.573757081111324,53.15433255756686,5.64,5.7,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8358,IE_GSI_GSNI_ApHLOI_8358,628509.414,711621.623,{815A7024-CF84-4F37-83B0-F3CB0464D4B6}
614717A,-8.945831227262651,53.57495668804691,7.82,5.5,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8359,IE_GSI_GSNI_ApHLOI_8359,537358.406,758756.949,{8DE0D1C1-514A-4D15-B8FF-D35C4168A7CE}
614718A,-7.414162233454312,53.12995949481369,5.4,5.0,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8360,IE_GSI_GSNI_ApHLOI_8360,639206.071,708985.147,{35487FFE-37F4-4612-89DE-24E47EEC9A3D}
614719A,-6.629529592975547,53.82395140245545,7.53,5.8,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8361,IE_GSI_GSNI_ApHLOI_8361,690229.567,786920.014,{D4ADCF86-3E0D-4A43-97E1-1F274D22B215}
614720A,-9.050551950006623,53.54500738965851,69.3,6.6000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8362,IE_GSI_GSNI_ApHLOI_8362,530373.898,755521.683,{B694CEA4-D997-48BB-83D0-78170F1CBF1B}
614722A,-9.165288530223414,53.48763400697158,12.3,6.8,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8363,IE_GSI_GSNI_ApHLOI_8363,522665.532,749256.073,{735CE2B9-9A79-4D66-BA59-DDF7B2236740}
614723A,-7.3762650098248335,53.6874955531637,7.19,5.7,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8364,IE_GSI_GSNI_ApHLOI_8364,641199.97,771044.723,{5B88458F-EDA8-4520-B74E-93339D47D690}
614724A,-7.257613236816312,53.76137309678662,12.75,5.7,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8365,IE_GSI_GSNI_ApHLOI_8365,648951.354,779340.889,{224EE960-5DC5-403B-8846-F397B65B91C0}
614725A,-7.61886439184567,53.166705597421895,10.05,6.1000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8366,IE_GSI_GSNI_ApHLOI_8366,625485.078,712981.342,{D31977C7-C7FB-4AE2-B948-627AA303D175}
614726A,-7.511438909990792,53.270119971702435,11.700000000000001,5.3,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8367,IE_GSI_GSNI_ApHLOI_8367,632589.578,724531.812,{31AFE46A-9B52-4459-BF84-2CE92F4846EA}
614727A,-8.818236702693358,53.41906312871061,7.99,6.1000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8368,IE_GSI_GSNI_ApHLOI_8368,545609.558,741305.639,{0FE92EC8-5B81-4484-9C32-AFE1F31CCA97}
614728A,-7.568798721629675,53.525676558194824,9.88,6.1000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8369,IE_GSI_GSNI_ApHLOI_8369,628591.591,752943.697,{6054D1CF-1B1A-4BBF-A6EF-97253A89642E}
614729A,-7.566740132660413,53.220232342474326,4.39,6.2,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8370,IE_GSI_GSNI_ApHLOI_8370,628934.35,718957.034,{E9893AE7-8A81-4E60-BECD-967E0B54535C}
614730A,-9.164704496485395,53.5048106354495,8.03,5.6000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8371,IE_GSI_GSNI_ApHLOI_8371,522735.524,751166.663,{71A86D88-2AFB-43E9-B740-60B470A73F37}
614731A,-7.229863145031736,53.7209018489151,7.49,5.3,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8372,IE_GSI_GSNI_ApHLOI_8372,650829.916,774856.845,{648A8D22-4C1D-435A-A047-A53048D8DBCA}
614732A,-7.5995910876236845,53.16832257487599,48.4,6.6000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8373,IE_GSI_GSNI_ApHLOI_8373,626772.798,713168.296,{30795E66-7F37-456E-A5A2-BFB3DA72104C}
614733A,-7.252283571325737,53.74302932885483,12.3,5.6000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8374,IE_GSI_GSNI_ApHLOI_8374,649324.259,777303.326,{4A4943A5-818C-4672-9C4D-34154D01B1DB}
614735A,-7.508237994356036,53.11273807515808,96.2,3.0,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8375,IE_GSI_GSNI_ApHLOI_8375,632923.434,707021.599,{1F926F7B-38FE-441D-801A-7A1EC16174AB}
614737A,-7.435878684325443,53.56234701631113,8.22,5.3,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8376,IE_GSI_GSNI_ApHLOI_8376,637372.71,757085.756,{89FC7F9D-DBCF-4CFF-A28E-9E36C507EF52}
614738A,-7.565558205068924,53.16839191802657,21.5,6.0,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8377,IE_GSI_GSNI_ApHLOI_8377,629048.302,713189.281,{59D9C3A5-03C1-4066-BDC0-261FD863E34F}
614739A,-7.233058802452051,53.61686111030696,9.65,4.6000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8378,IE_GSI_GSNI_ApHLOI_8378,650743.854,763277.345,{0B7F0EB2-9445-4A4A-8910-8EA78134D9B0}
614740A,-9.155329556282712,53.52641233847951,11.4,5.7,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8379,IE_GSI_GSNI_ApHLOI_8379,523396.39,753560.146,{FFD45EFB-F153-4D36-8EF0-4275C65602AB}
614741A,-6.242044037295353,53.69174964224089,3.38,6.1000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8380,IE_GSI_GSNI_ApHLOI_8380,716102.949,772772.919,{A7D789C1-076C-466D-BC40-1C87BF9D3438}
614742A,-7.4957608806487555,53.545875984388836,9.56,4.7,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8381,IE_GSI_GSNI_ApHLOI_8381,633418.556,755223.179,{58546C7E-BE77-4358-BFDE-504F6C6FAB3F}
614743A,-7.17237009840082,53.669493999918835,10.55,5.1000000000000005,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8382,IE_GSI_GSNI_ApHLOI_8382,654691.042,769179.049,{D61CBC27-B04E-4FB1-B5C2-C33C9E911DF4}
614745A,-7.446358178689698,53.12751684244464,11.55,6.4,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8383,IE_GSI_GSNI_ApHLOI_8383,637053.539,708696.219,{18AD5AA2-88B5-4BD5-8018-16FF2C0E8596}
614746A,-7.6515077901760025,53.276892578001146,10.25,6.3,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8384,IE_GSI_GSNI_ApHLOI_8384,623242.617,725230.705,{E537977D-FD95-46BD-AF60-A7AE4D96B8F6}
614747A,-7.414633629095175,53.6330536542488,8.540000000000001,4.5,Geological Survey Ireland (GSI),6117xxA-6174xxA_Shallow_Topsoil_Download_v1.0,8385,IE_GSI_GSNI_ApHLOI_8385,638715.468,764965.048,{508A1C37-C6E0-402D-98AE-25DB03C3E4D0}
